# logT  f_HII  f_OIII
7.849086666818807956e+00 9.999999979989984134e-01 0.000000000000000000e+00
7.859866190617464277e+00 9.999999980547344958e-01 0.000000000000000000e+00
7.870645714416120597e+00 9.999999981088275591e-01 0.000000000000000000e+00
7.881425238214777806e+00 9.999999981614330347e-01 0.000000000000000000e+00
7.892204762013434127e+00 9.999999982125917786e-01 0.000000000000000000e+00
7.902984285812090448e+00 9.999999982622523875e-01 0.000000000000000000e+00
7.913763809610747657e+00 9.999999983105328782e-01 0.000000000000000000e+00
7.924543333409403978e+00 9.999999983574896500e-01 0.000000000000000000e+00
7.935322857208060299e+00 9.999999984031027189e-01 0.000000000000000000e+00
7.946102381006717508e+00 9.999999984474239323e-01 0.000000000000000000e+00
7.956881904805373829e+00 9.999999984905331152e-01 0.000000000000000000e+00
7.967661428604030149e+00 9.999999985324378171e-01 0.000000000000000000e+00
7.978440952402687358e+00 9.999999985731329311e-01 0.000000000000000000e+00
7.989220476201343679e+00 9.999999986127183771e-01 0.000000000000000000e+00
8.000000000000000000e+00 9.999999986512239092e-01 0.000000000000000000e+00
